epoch,loss,val_loss
0,101.68104558257697,125.68406215994699
1,95.73273581193817,91.36452694266183
0,93.66316887099933,80.27200734165737
1,92.77495489260782,80.42127177647181
0,93.00884953847026,80.15275943865095
1,92.96360424693488,80.71897735159737
0,92.85973614951689,101.86916782052177
1,91.2955615162884,84.32400594220843
0,90.96374257720889,77.66933667428152
1,90.2987850190058,78.41237826974051
0,90.40855122340608,77.6044820905413
1,90.43812521269447,78.63218341500419
0,89.05429794103514,83.54152778407506
1,88.50217503195559,84.2972984401158
0,90.19251312403864,77.71195162963868
1,89.79189946749446,79.42812552315849
0,89.64820752848728,77.6164046674456
1,89.87410554340818,79.54285063825334
0,nan
0,nan,nan
0,10.225909108177337,nan
