epoch,loss,val_loss
0,4.621642112731934,2.3687820434570312
1,3.7431657314300537,2.0620455741882324
2,3.3989620208740234,8.26919937133789
3,3.1576175689697266,2.7632739543914795
0,3.3508238792419434,2.0158262252807617
1,3.30098032951355,2.0025792121887207
2,3.2856667041778564,2.0012857913970947
3,3.275360107421875,1.9906725883483887
4,3.2619588375091553,1.9951261281967163
5,3.2531685829162598,1.9913601875305176
6,3.247842788696289,1.9946390390396118
7,3.236887216567993,1.9899457693099976
8,3.231569528579712,1.9953666925430298
9,3.2245357036590576,1.9975712299346924
10,3.2167675495147705,1.9925220012664795
11,3.210752010345459,1.9951872825622559
12,3.203611135482788,1.9905955791473389
13,3.1976423263549805,1.9895356893539429
14,3.188689947128296,1.9873406887054443
15,3.188947916030884,1.992043375968933
16,3.180966854095459,1.9909093379974365
17,3.1748428344726562,1.9890278577804565
18,3.171687364578247,1.9803112745285034
19,3.165813446044922,1.986513376235962
20,3.1593360900878906,1.9808268547058105
21,3.1544339656829834,1.9784404039382935
22,3.149138927459717,1.9855376482009888
23,3.1411120891571045,1.9801898002624512
24,3.1369543075561523,1.982201099395752
25,3.13016414642334,1.9758875370025635
26,3.1264588832855225,1.981353521347046
27,3.12274432182312,1.9751445055007935
0,3.1179423332214355,1.9778008460998535
1,3.1131591796875,1.9777348041534424
2,3.1150577068328857,1.9796357154846191
3,3.117790460586548,1.9736875295639038
