epoch,loss,val_loss
0,7814.689453125,2415.95556640625
1,5867.2939453125,2313.31298828125
2,5274.640625,486799.9375
3,4823.5126953125,2459.413330078125
0,4847.84228515625,2183.92529296875
1,4717.32470703125,2160.109375
2,4707.6015625,2147.573974609375
3,4674.17626953125,2126.301513671875
4,4663.3349609375,2124.9521484375
5,4637.64697265625,2115.235595703125
6,4643.185546875,2126.8896484375
7,4623.69482421875,2112.700439453125
8,4611.60009765625,2123.326416015625
9,4599.7724609375,2119.0302734375
10,4594.38671875,2108.759765625
11,4603.7958984375,2111.434814453125
12,4575.45947265625,2110.4833984375
13,4554.037109375,2105.787109375
14,4526.373046875,2101.66259765625
15,4565.103515625,2126.154541015625
16,4540.1337890625,2113.71826171875
17,4533.380859375,2104.226806640625
18,4527.98095703125,2088.1435546875
19,4513.62451171875,2120.50146484375
20,4487.67529296875,2095.5400390625
21,4475.23193359375,2092.414794921875
22,4477.58154296875,2115.01025390625
23,4456.46533203125,2092.7568359375
24,4452.7734375,2096.658447265625
25,4446.7568359375,2074.622802734375
26,4418.93896484375,2149.18701171875
27,4420.21533203125,2073.930419921875
0,4398.01904296875,2066.64794921875
1,4377.61376953125,2079.382568359375
2,4406.44921875,2077.874267578125
3,4397.193359375,2070.4833984375
0,358.5000915527344,103.78085327148438
1,273.59259033203125,82.80770874023438
2,230.42889404296875,6873.1748046875
3,218.5941162109375,489.47442626953125
0,219.2349853515625,82.33932495117188
1,213.2732696533203,82.81340026855469
2,212.38365173339844,83.05043029785156
3,211.37596130371094,83.55762481689453
4,211.22955322265625,83.5318374633789
5,209.5627899169922,83.34500885009766
6,210.0670166015625,83.33607482910156
7,209.27313232421875,83.33485412597656
8,209.18128967285156,83.09651947021484
9,207.35357666015625,83.09684753417969
10,206.77186584472656,82.92288208007812
11,207.4904327392578,82.93541717529297
12,205.49609375,82.87809753417969
13,203.8191680908203,82.7395248413086
14,201.32965087890625,82.47596740722656
15,205.0615997314453,82.608642578125
16,203.08712768554688,82.31443786621094
17,201.6234130859375,82.24320220947266
18,201.7970428466797,82.21965789794922
19,200.3894500732422,82.09776306152344
20,198.15838623046875,82.00739288330078
21,197.59561157226562,81.51197052001953
22,197.73782348632812,81.82793426513672
23,196.55465698242188,81.39610290527344
24,196.1599884033203,81.40888214111328
25,197.2738800048828,81.10072326660156
26,194.36404418945312,80.86774444580078
27,194.3433837890625,80.79090881347656
0,193.90203857421875,80.58560943603516
1,192.669189453125,80.78479766845703
2,193.49684143066406,80.70259857177734
3,193.52061462402344,80.7557144165039
