epoch,loss,val_loss
0,751.9242553710938,395.42877197265625
1,668.9698486328125,385.4681701660156
2,622.7936401367188,368.36724853515625
3,596.9969482421875,367.5994567871094
0,553.1204833984375,365.3135070800781
1,544.7418823242188,363.1244812011719
2,531.232177734375,360.79595947265625
3,519.8089599609375,358.72418212890625
4,537.7462768554688,358.2087707519531
5,535.6622314453125,357.3051452636719
6,534.104248046875,356.64569091796875
7,532.1492919921875,355.97698974609375
8,531.7777709960938,355.0614929199219
9,530.8359375,354.7911682128906
10,531.5101928710938,354.58966064453125
11,529.4171752929688,353.7027282714844
12,528.5903930664062,353.6441955566406
13,525.1592407226562,353.4436340332031
14,523.2694702148438,353.1961975097656
15,525.7415771484375,353.0966796875
16,521.8402099609375,352.9190368652344
17,522.74951171875,353.0804443359375
18,521.6546630859375,353.3147277832031
19,520.0933227539062,352.4028625488281
20,517.5147705078125,352.2571105957031
21,519.8986206054688,352.1724853515625
22,518.7486572265625,351.80377197265625
23,516.9254150390625,351.686767578125
24,516.618408203125,351.69110107421875
25,515.8914794921875,352.19793701171875
26,515.27099609375,351.6213073730469
27,514.8348999023438,350.85699462890625
0,509.7182922363281,350.6903381347656
1,506.78955078125,350.57745361328125
2,500.1556091308594,350.52001953125
3,494.65045166015625,350.4436340332031
