epoch,loss,val_loss
0,38.93009567260742,14.833507537841797
1,30.491281509399414,14.833507537841797
2,30.49128532409668,14.833507537841797
3,30.49131202697754,14.833507537841797
0,30.49130630493164,14.833507537841797
1,30.491281509399414,14.833507537841797
2,30.49128532409668,14.833507537841797
3,30.49131202697754,14.833507537841797
4,30.49130630493164,14.833507537841797
5,30.491315841674805,14.833507537841797
6,30.4913330078125,14.833507537841797
7,30.491357803344727,14.833507537841797
8,30.49129867553711,14.833507537841797
0,178.1694793701172,14.833507537841797
1,30.491281509399414,14.833507537841797
2,30.49128532409668,14.833507537841797
3,30.49131202697754,14.833507537841797
0,30.49130630493164,14.833507537841797
1,30.491281509399414,14.833507537841797
2,30.49128532409668,14.833507537841797
3,30.49131202697754,14.833507537841797
4,30.49130630493164,14.833507537841797
5,30.491315841674805,14.833507537841797
6,30.4913330078125,14.833507537841797
7,30.491357803344727,14.833507537841797
8,30.49129867553711,14.833507537841797
9,30.49135398864746,14.833507537841797
10,30.49136734008789,14.833507537841797
11,30.491344451904297,14.833507537841797
12,30.49130630493164,14.833507537841797
13,30.491348266601562,14.833507537841797
14,30.49131202697754,14.833507537841797
15,30.49129867553711,14.833507537841797
16,30.49127769470215,14.833507537841797
17,30.491371154785156,14.833507537841797
18,30.491302490234375,14.833507537841797
19,30.49128532409668,14.833507537841797
20,30.491310119628906,14.833507537841797
21,30.491336822509766,14.833507537841797
22,30.49131202697754,14.833507537841797
23,30.491294860839844,14.833507537841797
24,30.491310119628906,14.833507537841797
25,30.491302490234375,14.833507537841797
26,30.49131965637207,14.833507537841797
27,30.49127769470215,14.833507537841797
0,30.49130630493164,14.833507537841797
1,30.491281509399414,14.833507537841797
2,30.49128532409668,14.833507537841797
3,30.49131202697754,14.833507537841797
